product_id,product_name,category,price,stock_quantity,brand
2684,Parent Class,Beauty,71.9,558,BrandD
2685,Difficult Blue,Clothing,290.19,81,BrandD
2686,Form Nice,Books,279.94,22,BrandA
2687,Hope Play,Home,113.94,667,BrandA
2688,Career As,Home,258.56,510,BrandD
2689,Team Marriage,Beauty,452.84,73,BrandB
2690,Ok Voice,Toys,55.48,330,BrandA
2691,Fight Language,Home,460.48,775,BrandB
2692,Least Indicate,Clothing,113.2,275,BrandD
2693,Idea Interview,Books,449.79,872,BrandA
2694,Suggest Customer,Toys,364.82,657,BrandA
2695,Civil Say,Toys,391.5,778,BrandD
2696,Accept Trip,Toys,197.26,348,BrandC
2697,Mind Success,Beauty,200.47,783,BrandD
2698,Enter Card,Books,308.73,560,BrandC
2699,True Real,Clothing,451.24,615,BrandD
2700,American Speak,Books,229.96,857,BrandB
2701,Up Walk,Books,374.1,859,BrandD
2702,Old Soldier,Home,369.95,565,BrandB
2703,Student Particularly,Beauty,30.13,228,BrandD
2704,Run Range,Books,41.83,150,BrandD
2705,My Not,Books,226.55,170,BrandC
2706,Painting Red,Clothing,214.98,755,BrandB
2707,Sometimes Teach,Home,247.42,750,BrandB
2708,Cold Position,Books,476.66,833,BrandA
2709,New Parent,Toys,398.31,133,BrandA
2710,Against Know,Electronics,233.64,230,BrandC
2711,Exactly Start,Electronics,290.86,734,BrandA
2712,Return Truth,Toys,304.11,752,BrandB
2713,Market Throw,Books,420.21,428,BrandB
2714,Suffer Show,Toys,16.79,932,BrandA
2715,Nor Red,Home,225.36,332,BrandB
2716,Indeed Sing,Books,308.79,297,BrandB
2717,Few Give,Beauty,449.04,721,BrandD
2718,International Yes,Home,394.18,753,BrandC
2719,List Send,Beauty,292.63,955,BrandD
2720,Baby Build,Beauty,87.63,995,BrandA
2721,Accept Finish,Beauty,52.38,163,BrandB
2722,Research Election,Home,183.21,504,BrandB
2723,She Smile,Toys,186.86,817,BrandC
2724,Ok Soldier,Electronics,287.3,466,BrandA
2725,Fill Knowledge,Toys,177.78,762,BrandC
2726,Floor Send,Toys,460.03,721,BrandB
2727,Investment Share,Beauty,411.09,30,BrandA
2728,Color Campaign,Toys,294.67,178,BrandC
2729,Smile Someone,Books,350.9,655,BrandA
2730,Animal Scene,Books,86.57,110,BrandC
2731,Threat Behind,Toys,342.21,383,BrandA
2732,Lawyer Both,Electronics,176.19,24,BrandC
2733,Far Southern,Beauty,325.32,970,BrandA
2734,Member Subject,Toys,334.75,418,BrandD
2735,Writer Follow,Books,189.28,908,BrandB
2736,Use Next,Clothing,235.87,953,BrandC
2737,Congress Free,Electronics,321.7,294,BrandA
2738,Call Else,Books,161.71,408,BrandB
2739,Community Quality,Beauty,278.41,654,BrandD
2740,Record Involve,Toys,149.81,995,BrandB
2741,Remember Sing,Beauty,302.67,760,BrandD
2742,Crime Even,Electronics,97.52,322,BrandC
2743,Toward Wide,Books,319.67,268,BrandD
2744,Discuss Show,Electronics,210.86,939,BrandC
2745,Perform Majority,Beauty,219.91,74,BrandD
2746,True Professional,Beauty,42.49,221,BrandC
2747,Model Big,Toys,110.99,531,BrandB
2748,Guy True,Toys,374.93,202,BrandB
2749,Visit Your,Home,417.25,969,BrandA
2750,Without Image,Clothing,292.39,236,BrandD
2751,Mention Small,Beauty,496.47,683,BrandD
2752,Newspaper Hand,Home,239.96,322,BrandB
2753,Pattern Car,Toys,245.19,756,BrandB
2754,Paper Room,Home,289.1,395,BrandA
2755,Answer Soldier,Books,71.0,583,BrandC
2756,Training Bill,Electronics,106.58,658,BrandD
2757,Ball Current,Toys,13.23,337,BrandD
2758,Position Although,Home,497.23,706,BrandB
2759,Stock Her,Beauty,82.62,844,BrandB
2760,Operation Brother,Beauty,88.29,720,BrandA
2761,Get Body,Toys,391.76,329,BrandA
2762,Middle Course,Books,429.81,954,BrandC
2763,Window Forget,Beauty,205.97,748,BrandA
2764,Cover Everything,Books,480.32,563,BrandB
2765,Bag Machine,Beauty,306.83,106,BrandD
2766,Well Small,Toys,359.43,367,BrandD
2767,Although Song,Electronics,217.86,582,BrandB
2768,Who Federal,Books,428.32,834,BrandC
2769,Human Place,Clothing,149.79,419,BrandB
2770,Give Box,Clothing,169.56,355,BrandD
2771,Tough Build,Books,424.93,967,BrandD
2772,And Once,Books,95.56,908,BrandD
2773,Standard Skill,Electronics,334.97,399,BrandB
2774,Ahead Discuss,Books,125.85,66,BrandC
2775,Remain Wonder,Clothing,61.13,570,BrandD
2776,A Race,Electronics,104.75,25,BrandC
2777,Thousand Identify,Beauty,143.09,169,BrandC
2778,General See,Books,292.75,114,BrandA
2779,Every Pressure,Toys,331.77,949,BrandA
2780,Knowledge Realize,Home,238.87,881,BrandB
2781,Generation Consider,Home,350.14,415,BrandC
2782,Account Hear,Clothing,166.68,390,BrandC
2783,Data Its,Clothing,401.01,374,BrandC
2784,Sister Total,Books,127.2,899,BrandA
2785,Success Responsibility,Home,168.12,266,BrandC
2786,Nation Sing,Electronics,213.69,336,BrandC
2787,Civil Both,Electronics,467.04,851,BrandD
2788,Effect Can,Clothing,30.35,676,BrandB
2789,Eight Possible,Beauty,401.15,722,BrandA
2790,Nothing Blood,Electronics,288.6,229,BrandA
2791,Half Tax,Toys,245.54,214,BrandA
2792,Own Relationship,Electronics,8.59,749,BrandA
2793,System Government,Electronics,341.93,891,BrandD
2794,From Not,Clothing,115.15,531,BrandB
2795,Unit Organization,Clothing,226.76,720,BrandC
2796,Store Environment,Beauty,151.25,986,BrandA
2797,Mrs Book,Books,475.67,253,BrandD
2798,Source Send,Electronics,341.45,871,BrandB
2799,Why Ever,Clothing,70.41,924,BrandC
2800,Claim Few,Beauty,383.36,564,BrandC
2801,His Cultural,Beauty,376.07,856,BrandA
2802,Possible Early,Books,220.97,739,BrandD
2803,Him View,Electronics,19.68,819,BrandC
2804,Big Particular,Electronics,444.25,643,BrandD
2805,Class Success,Toys,379.71,778,BrandA
2806,Throughout Strategy,Electronics,71.75,178,BrandA
2807,Back Board,Toys,46.66,920,BrandB
2808,Shake Shoulder,Toys,234.66,197,BrandD
2809,Answer Sport,Home,252.27,934,BrandC
2810,You Run,Toys,68.62,15,BrandD
2811,Thank Where,Clothing,449.92,609,BrandC
2812,Accept Marriage,Home,104.66,956,BrandB
2813,Become Character,Electronics,288.96,956,BrandB
2814,Event Area,Toys,372.1,557,BrandC
2815,Local Deal,Beauty,394.34,990,BrandA
2816,Under See,Toys,324.06,785,BrandA
2817,Increase Claim,Electronics,40.02,76,BrandD
2818,Accept Card,Electronics,198.22,999,BrandC
2819,We Dinner,Clothing,421.95,841,BrandA
2820,Hour Yourself,Home,319.51,83,BrandD
2821,Establish Report,Books,148.85,452,BrandA
2822,Author Whom,Toys,420.75,4,BrandC
2823,Ok This,Books,45.99,111,BrandA
2824,Evening Health,Books,387.56,547,BrandA
2825,Fine Special,Home,444.53,384,BrandD
2826,Season Catch,Clothing,54.15,596,BrandA
2827,Issue Design,Books,453.9,912,BrandB
2828,Former Late,Books,366.98,559,BrandB
2829,Bank Age,Clothing,430.55,821,BrandD
2830,Up Lead,Toys,343.82,855,BrandD
2831,Late Large,Home,174.14,40,BrandA
2832,Then Democrat,Toys,482.14,362,BrandA
2833,Class Sometimes,Clothing,141.35,949,BrandD
2834,Feeling Charge,Beauty,393.16,334,BrandD
2835,Above Two,Clothing,455.62,64,BrandB
2836,Mother Ask,Home,314.88,629,BrandA
2837,When Even,Electronics,461.85,545,BrandC
2838,Second Oil,Toys,243.54,728,BrandB
2839,Federal Cost,Books,339.8,41,BrandA
2840,Radio Short,Toys,186.32,893,BrandA
2841,Behind Lawyer,Home,107.64,296,BrandB
2842,Approach Same,Beauty,350.89,641,BrandB
2843,Carry Not,Home,48.73,856,BrandA
2844,East Message,Clothing,233.53,699,BrandA
2845,Image Of,Home,173.69,467,BrandA
2846,Can Ahead,Books,313.27,150,BrandA
2847,With Fund,Clothing,35.05,377,BrandA
2848,Owner Daughter,Books,166.84,540,BrandD
2849,Program Table,Toys,447.23,502,BrandB
2850,Hear Shake,Electronics,224.29,270,BrandD
2851,Door Mean,Toys,231.3,286,BrandD
2852,This Start,Clothing,298.9,624,BrandB
2853,Race Include,Beauty,328.67,837,BrandB
2854,My Never,Electronics,208.55,815,BrandD
2855,Need Management,Clothing,269.94,993,BrandD
2856,Yet Half,Home,32.72,908,BrandC
2857,Down Become,Toys,484.46,274,BrandB
2858,Level Without,Clothing,157.46,949,BrandA
2859,Win Success,Electronics,144.9,296,BrandD
2860,Little New,Books,331.08,206,BrandC
2861,Range Chair,Beauty,410.36,819,BrandB
2862,Growth Health,Beauty,224.3,596,BrandC
2863,Newspaper Grow,Clothing,488.21,365,BrandB
2864,Media Summer,Clothing,380.06,604,BrandD
2865,More End,Electronics,20.26,496,BrandD
2866,Past Ten,Clothing,257.6,453,BrandC
2867,Camera Now,Books,308.5,235,BrandA
2868,Real Democrat,Clothing,362.23,233,BrandB
2869,Activity Dinner,Toys,434.52,756,BrandB
2870,Suddenly Alone,Electronics,205.78,540,BrandD
2871,Open Statement,Clothing,135.29,828,BrandD
2872,Support Skill,Home,349.96,154,BrandB
2873,Series Vote,Home,291.83,937,BrandD
2874,Conference Power,Books,477.08,34,BrandD
2875,Stay True,Electronics,170.3,807,BrandB
2876,Yes Build,Beauty,437.25,955,BrandB
2877,School Attention,Books,408.22,238,BrandD
2878,Lot Accept,Toys,101.22,599,BrandB
2879,Speech Future,Home,27.48,672,BrandB
2880,Ability Sometimes,Toys,333.6,63,BrandB
2881,Likely Issue,Clothing,41.78,895,BrandA
2882,White Seven,Beauty,98.59,321,BrandC
2883,Training But,Toys,211.43,74,BrandA
2884,Accept Rather,Home,106.57,891,BrandD
2885,Soon Next,Beauty,301.63,351,BrandA
2886,Despite Seat,Electronics,187.1,127,BrandC
2887,Race Issue,Home,461.98,440,BrandC
2888,Treat International,Toys,275.08,716,BrandA
2889,Federal Throw,Books,188.56,756,BrandC
2890,Painting Smile,Home,325.5,365,BrandA
2891,Study First,Clothing,426.67,566,BrandB
2892,Nature Rule,Electronics,179.94,650,BrandC
2893,Local Specific,Electronics,244.52,358,BrandD
2894,Answer Often,Clothing,317.18,680,BrandC
2895,Such Throw,Beauty,305.11,186,BrandA
2896,Seven Age,Electronics,234.6,842,BrandA
2897,Growth First,Beauty,428.32,523,BrandA
2898,Country Decide,Beauty,165.22,154,BrandA
2899,Modern Agency,Books,247.49,924,BrandB
2900,Relationship Environmental,Books,342.18,503,BrandB
2901,Record Let,Home,487.83,561,BrandD
2902,Itself Account,Beauty,360.96,393,BrandD
2903,Free Staff,Electronics,290.83,375,BrandB
2904,West Main,Toys,281.35,779,BrandB
2905,Require Give,Home,139.83,271,BrandB
2906,Week None,Books,188.5,300,BrandC
2907,Care Risk,Books,349.12,711,BrandD
2908,Society Us,Electronics,201.04,167,BrandA
2909,Physical Threat,Books,288.87,8,BrandD
2910,Pay Year,Electronics,207.98,800,BrandA
2911,Visit Put,Books,416.19,352,BrandB
2912,System Within,Books,390.08,940,BrandB
2913,Tv Learn,Electronics,80.09,467,BrandA
2914,Call Piece,Beauty,330.96,504,BrandA
2915,Whether Book,Books,369.86,225,BrandA
2916,Family Consider,Clothing,298.99,277,BrandB
2917,Address Time,Clothing,144.8,306,BrandD
2918,President Race,Electronics,293.08,928,BrandD
2919,Admit Detail,Home,353.1,777,BrandB
2920,Always Film,Beauty,391.19,449,BrandC
2921,Face Western,Toys,417.32,454,BrandB
2922,Control By,Clothing,243.31,434,BrandA
2923,Do Capital,Toys,348.71,764,BrandB
2924,Gun Until,Clothing,408.44,593,BrandB
2925,Movie Suddenly,Books,495.92,373,BrandC
2926,Our Medical,Electronics,212.12,775,BrandB
2927,Test Tv,Electronics,139.89,383,BrandC
2928,Story New,Home,315.83,767,BrandD
2929,Story Including,Home,129.75,64,BrandD
2930,Health Cut,Home,448.55,153,BrandC
2931,Baby Ahead,Toys,85.46,443,BrandB
2932,Time Artist,Electronics,214.56,423,BrandD
2933,Race Others,Toys,24.4,857,BrandB
2934,Join Particular,Home,14.75,856,BrandB
2935,Plan Nation,Toys,343.1,974,BrandA
2936,Television Case,Clothing,284.78,812,BrandA
2937,Either City,Electronics,40.71,160,BrandC
2938,Which Majority,Beauty,58.27,536,BrandD
2939,Heart Leg,Beauty,380.74,161,BrandD
2940,Board Smile,Beauty,472.49,846,BrandB
2941,Worry Some,Clothing,407.36,31,BrandC
2942,Pressure Maintain,Toys,410.84,83,BrandA
2943,Call Cut,Beauty,262.21,362,BrandA
2944,Response Accept,Beauty,202.42,451,BrandA
2945,Such Subject,Clothing,120.14,627,BrandA
2946,Page Learn,Clothing,167.64,754,BrandB
2947,Take Book,Clothing,388.44,760,BrandA
2948,Father Rule,Home,134.53,305,BrandA
2949,Economy Total,Toys,347.97,146,BrandD
2950,Own Could,Electronics,167.04,717,BrandD
2951,Since Toward,Electronics,272.12,977,BrandC
2952,Cultural House,Home,326.55,220,BrandA
2953,Final Seat,Toys,409.12,484,BrandD
2954,Offer Pull,Clothing,335.36,352,BrandC
2955,Represent Difficult,Beauty,271.87,425,BrandD
2956,Forget Remain,Clothing,202.93,712,BrandA
2957,Unit Affect,Books,277.6,394,BrandA
2958,End Itself,Clothing,68.59,557,BrandB
2959,Support Against,Beauty,490.05,100,BrandA
2960,Ball Particular,Books,422.07,148,BrandC
2961,Next Environment,Toys,455.88,732,BrandB
2962,Nothing Building,Toys,76.94,151,BrandC
2963,Recent Energy,Clothing,399.85,732,BrandC
2964,Hour Seat,Toys,138.31,510,BrandA
2965,Evidence Mention,Electronics,27.42,175,BrandB
2966,Success Clearly,Home,271.8,261,BrandB
2967,Order Only,Books,245.3,165,BrandA
2968,Later Maintain,Beauty,355.5,189,BrandC
2969,Thousand Anyone,Home,330.54,997,BrandA
2970,Check Young,Clothing,60.77,980,BrandD
2971,Girl Assume,Books,16.79,354,BrandB
2972,Yard Themselves,Home,65.96,182,BrandD
2973,Policy Can,Clothing,430.18,810,BrandA
2974,It Leader,Toys,334.7,10,BrandC
2975,Nature Well,Home,81.81,754,BrandA
2976,Compare Dark,Toys,474.49,360,BrandA
2977,Herself Beautiful,Home,467.35,8,BrandC
2978,Industry Range,Home,314.22,328,BrandB
2979,According People,Toys,303.23,7,BrandA
2980,Much Where,Toys,439.9,320,BrandD
2981,Within And,Home,162.74,776,BrandC
2982,Able Investment,Electronics,396.25,929,BrandB
2983,Interview Just,Electronics,341.37,48,BrandB
2984,Television Open,Books,377.63,876,BrandB
2985,According Lot,Beauty,330.0,284,BrandC
2986,Answer Five,Clothing,409.31,281,BrandD
2987,On As,Toys,331.08,940,BrandA
2988,Man Its,Toys,55.34,241,BrandA
2989,Clearly Body,Toys,10.57,366,BrandA
2990,Truth News,Clothing,9.7,404,BrandC
2991,Sit Candidate,Beauty,363.53,538,BrandD
2992,Around Education,Home,25.59,899,BrandA
2993,White Within,Beauty,21.85,670,BrandD
2994,Medical Forward,Home,100.72,84,BrandB
2995,Easy Thing,Beauty,35.83,167,BrandB
2996,Everything Join,Beauty,437.35,624,BrandA
2997,Write Task,Beauty,284.82,981,BrandA
2998,Program Parent,Home,463.14,57,BrandB
2999,Difference Strategy,Toys,487.85,497,BrandC
3000,Only Range,Clothing,25.18,377,BrandB
3001,Bit Hard,Home,479.21,659,BrandD
3002,Kid Beautiful,Clothing,83.21,748,BrandB
3003,Social Someone,Beauty,56.64,760,BrandB
3004,Score Rest,Toys,21.47,682,BrandC
3005,House Somebody,Clothing,485.34,456,BrandC
3006,Spend Food,Beauty,426.25,45,BrandC
3007,Page Player,Toys,226.27,506,BrandC
3008,Sound Then,Electronics,472.97,962,BrandB
3009,Benefit Recently,Home,153.49,321,BrandC
3010,Culture Now,Toys,293.25,240,BrandA
3011,Manage Purpose,Electronics,246.67,856,BrandA
3012,Prevent Rich,Beauty,52.74,195,BrandB
3013,Meeting Gas,Books,456.67,749,BrandD
3014,Strategy Visit,Books,157.93,742,BrandA
3015,Close Yeah,Clothing,102.39,895,BrandC
3016,Bring Interest,Clothing,75.87,413,BrandC
3017,Million Without,Toys,257.88,288,BrandD
3018,Book Poor,Electronics,51.12,186,BrandB
3019,Same Art,Clothing,154.16,384,BrandB
3020,Require Step,Beauty,440.38,934,BrandA
3021,Their Economy,Clothing,334.66,845,BrandA
3022,Worker Land,Clothing,398.67,660,BrandD
3023,National Several,Electronics,167.45,953,BrandA
3024,Where Both,Beauty,147.38,754,BrandC
3025,Able Role,Toys,396.62,258,BrandB
3026,Different Fine,Electronics,117.19,208,BrandB
3027,Daughter Most,Books,365.0,223,BrandA
3028,Issue Actually,Books,207.08,336,BrandC
3029,Major Great,Clothing,455.23,343,BrandC
3030,Standard Yard,Home,289.44,214,BrandC
3031,Describe Blue,Beauty,195.71,537,BrandA
3032,Should Sit,Books,343.94,175,BrandA
3033,Whether Onto,Books,404.18,452,BrandA
3034,Word Rich,Books,279.29,549,BrandB
3035,Speech Various,Clothing,357.27,743,BrandD
3036,Public Recent,Clothing,265.2,650,BrandA
3037,Specific Ground,Books,247.75,243,BrandD
3038,Many Take,Clothing,48.07,989,BrandD
3039,Cause Interesting,Home,380.72,622,BrandD
3040,Attention Story,Home,18.85,290,BrandB
3041,Analysis Service,Books,67.18,398,BrandC
3042,Own Conference,Books,182.5,658,BrandD
3043,Truth Entire,Books,24.64,536,BrandC
3044,Us Phone,Clothing,291.42,779,BrandA
3045,Matter Week,Toys,364.77,97,BrandD
3046,Traditional Hour,Electronics,456.02,121,BrandD
3047,Nation Exist,Books,100.99,938,BrandA
3048,Him Way,Clothing,461.54,982,BrandA
3049,Interest Answer,Beauty,257.14,603,BrandA
3050,News Avoid,Electronics,56.77,963,BrandC
3051,Understand Performance,Electronics,499.79,519,BrandC
3052,Ball Argue,Electronics,107.25,773,BrandC
3053,Central Concern,Toys,109.59,982,BrandC
3054,Impact Morning,Books,259.92,945,BrandB
3055,Lawyer Per,Books,299.89,111,BrandD
3056,Action Entire,Clothing,402.47,910,BrandA
3057,Throw At,Electronics,185.58,346,BrandA
3058,Middle Design,Toys,30.94,784,BrandD
3059,Foot Kitchen,Toys,131.43,906,BrandC
3060,Foreign Prevent,Electronics,304.68,249,BrandB
3061,Huge Increase,Beauty,491.43,160,BrandA
3062,Loss Know,Home,482.78,478,BrandB
3063,High One,Clothing,175.57,599,BrandC
3064,Modern Whole,Home,38.79,329,BrandD
3065,Affect Very,Clothing,185.25,509,BrandB
3066,Decide Artist,Clothing,46.51,25,BrandD
3067,Business Affect,Beauty,425.5,569,BrandC
3068,Stuff Former,Beauty,91.22,748,BrandD
3069,To Prevent,Books,218.9,418,BrandC
3070,Bit History,Electronics,227.83,562,BrandA
3071,Hotel Remember,Home,92.04,119,BrandD
3072,Nice Evening,Clothing,50.17,810,BrandC
3073,Trip Fight,Electronics,261.57,336,BrandC
3074,Adult Program,Electronics,265.16,777,BrandA
3075,Senior Life,Home,252.09,651,BrandD
3076,Family Each,Clothing,274.87,138,BrandA
3077,Art That,Beauty,193.51,417,BrandD
3078,Teach Spend,Toys,266.97,904,BrandC
3079,Else Push,Electronics,73.39,498,BrandB
3080,Family Offer,Toys,181.37,211,BrandA
3081,Address Service,Clothing,127.46,368,BrandD
3082,Because Listen,Home,151.14,288,BrandC
3083,Affect Sort,Clothing,379.02,752,BrandB
3084,Subject Democratic,Books,210.45,498,BrandD
3085,Star Before,Books,497.03,313,BrandA
3086,Most Expect,Beauty,102.29,448,BrandC
3087,Allow Remember,Home,170.75,436,BrandB
3088,Under Eat,Home,192.43,601,BrandA
3089,Commercial Wish,Home,258.24,237,BrandA
3090,Road Mother,Books,432.5,240,BrandB
3091,Industry Before,Electronics,267.63,940,BrandD
3092,Offer Apply,Home,106.46,262,BrandA
3093,Commercial These,Beauty,85.25,232,BrandC
3094,Growth I,Clothing,69.34,237,BrandC
3095,Affect Give,Beauty,60.47,672,BrandB
3096,Whose Indicate,Clothing,352.33,305,BrandC
3097,Week Major,Books,404.39,610,BrandD
3098,View Gun,Clothing,287.38,955,BrandB
3099,If American,Toys,273.91,501,BrandA
3100,Raise Situation,Clothing,276.89,771,BrandA
3101,Head Light,Toys,19.75,339,BrandA
3102,Now Fire,Clothing,98.05,236,BrandD
3103,Us Buy,Clothing,440.71,237,BrandA
3104,Others Politics,Beauty,51.19,699,BrandA
3105,First Political,Clothing,18.69,65,BrandA
3106,Institution Window,Home,276.57,245,BrandA
3107,Heart Reflect,Electronics,354.54,63,BrandD
3108,Word Wife,Books,461.46,494,BrandB
3109,Voice Only,Home,17.76,219,BrandC
3110,Five Writer,Home,325.07,469,BrandB
3111,Book Your,Clothing,477.75,983,BrandB
3112,Accept Cultural,Toys,319.38,412,BrandC
3113,Than Determine,Clothing,186.34,687,BrandD
3114,Bag Role,Home,407.27,858,BrandB
3115,Successful Million,Books,212.97,848,BrandD
3116,Child Record,Clothing,257.46,684,BrandD
3117,Responsibility Direction,Home,55.82,892,BrandA
3118,Claim Money,Toys,479.33,392,BrandC
3119,Stop Husband,Toys,478.65,547,BrandB
3120,Wind Also,Toys,242.4,577,BrandA
3121,Anything Sometimes,Home,134.08,140,BrandB
3122,Discussion Assume,Beauty,445.32,262,BrandD
3123,Arm Trip,Clothing,484.97,353,BrandD
3124,Assume Find,Beauty,230.36,480,BrandC
3125,Tv Plan,Books,69.67,677,BrandC
3126,Morning Ten,Books,360.62,334,BrandD
3127,Media Person,Electronics,254.9,520,BrandC
3128,Put Much,Home,150.21,974,BrandA
3129,Leg Data,Toys,431.8,76,BrandB
3130,Choose Small,Home,194.05,304,BrandD
3131,Toward Appear,Beauty,54.79,832,BrandD
3132,Newspaper Clearly,Books,333.62,211,BrandA
3133,Drop Remain,Books,262.38,461,BrandD
3134,Effort Themselves,Beauty,353.96,213,BrandB
3135,Ok Sell,Clothing,340.89,370,BrandA
3136,Thing Will,Books,252.62,187,BrandA
3137,Truth Listen,Toys,356.37,394,BrandC
3138,Speak Moment,Clothing,53.0,668,BrandB
3139,Learn Artist,Beauty,59.77,618,BrandD
3140,Visit Second,Books,65.75,598,BrandD
3141,Future News,Electronics,29.69,427,BrandD
3142,Weight Career,Clothing,498.03,470,BrandA
3143,Those Us,Beauty,147.54,33,BrandA
3144,Coach Clearly,Books,395.34,374,BrandD
3145,Body Doctor,Clothing,123.54,552,BrandC
3146,Bad Individual,Home,221.11,450,BrandB
3147,Image Deal,Clothing,215.75,458,BrandA
3148,Inside Sound,Books,276.22,416,BrandB
3149,Popular Tax,Home,435.92,386,BrandC
3150,Election Also,Home,138.87,525,BrandD
3151,Question Product,Home,7.39,515,BrandB
3152,Campaign Skill,Electronics,393.65,275,BrandA
3153,Decade Better,Toys,465.97,308,BrandD
3154,Before Attorney,Electronics,310.0,390,BrandB
3155,We Near,Beauty,397.0,800,BrandC
3156,Maybe Sound,Electronics,27.34,878,BrandB
3157,Recognize They,Clothing,193.04,443,BrandA
3158,Might Always,Clothing,405.95,521,BrandC
3159,World Ready,Beauty,401.22,373,BrandB
3160,About Economic,Electronics,93.65,250,BrandB
3161,Everybody Pass,Beauty,62.42,901,BrandD
3162,Role Tell,Toys,247.63,432,BrandC
3163,Beautiful Probably,Books,257.53,676,BrandB
3164,Term Sister,Books,185.65,450,BrandA
3165,Expert Claim,Books,163.55,460,BrandA
3166,Will Somebody,Toys,321.78,872,BrandD
3167,Participant Him,Electronics,197.98,324,BrandC
3168,Effect End,Books,322.1,806,BrandD
3169,Second Include,Beauty,34.05,31,BrandA
3170,Professor Member,Clothing,489.73,760,BrandD
3171,Congress Either,Home,82.16,23,BrandC
3172,Article Become,Books,480.04,686,BrandD
3173,Hotel Every,Beauty,100.46,242,BrandC
3174,Need Project,Electronics,41.77,971,BrandB
3175,Than Source,Beauty,377.75,423,BrandA
3176,Lose Issue,Home,430.62,799,BrandD
3177,Hot Million,Home,361.21,351,BrandB
3178,Involve Kitchen,Clothing,466.99,223,BrandA
3179,Possible Society,Beauty,143.17,414,BrandA
3180,Such After,Toys,280.28,430,BrandC
3181,Into Blood,Books,468.22,273,BrandC
3182,Police Page,Beauty,27.27,476,BrandC
3183,Sing Article,Home,363.41,372,BrandB
3184,Thus Upon,Beauty,477.31,378,BrandD
3185,Us However,Electronics,372.55,633,BrandA
3186,Letter Purpose,Toys,332.67,145,BrandC
3187,Way Throughout,Beauty,258.49,59,BrandB
3188,Toward Change,Books,312.42,775,BrandA
3189,Everybody Training,Books,343.65,373,BrandC
3190,Entire Rock,Electronics,196.92,555,BrandC
3191,Stage Agree,Clothing,70.4,189,BrandC
3192,Can Boy,Beauty,179.93,37,BrandB
3193,Natural Middle,Books,242.17,867,BrandC
3194,Without Service,Toys,158.99,921,BrandB
3195,Pretty Fast,Home,77.08,106,BrandA
3196,Team Trial,Books,118.11,806,BrandB
3197,Whether Study,Clothing,494.02,376,BrandC
3198,Brother Little,Books,54.19,52,BrandD
3199,Left Little,Home,28.71,640,BrandD
3200,Degree Serve,Toys,182.41,381,BrandB
3201,Threat Capital,Clothing,198.18,432,BrandA
3202,Cost Exactly,Electronics,125.58,45,BrandD
3203,Information Free,Books,159.49,670,BrandD
3204,Region Professional,Beauty,326.07,477,BrandB
3205,Close Produce,Home,397.3,277,BrandB
3206,Evidence Wife,Beauty,137.83,438,BrandD
3207,Their Quickly,Books,484.14,778,BrandB
3208,Its View,Toys,371.66,156,BrandD
3209,Although Seat,Home,138.37,110,BrandC
3210,Surface Build,Clothing,132.35,976,BrandC
3211,Sing Whom,Clothing,464.66,803,BrandA
3212,Tell Up,Electronics,279.79,674,BrandD
3213,Hundred Treat,Clothing,173.91,165,BrandB
3214,Third Ready,Toys,188.51,928,BrandA
3215,Month Stuff,Toys,260.22,786,BrandB
3216,We Certain,Electronics,254.53,757,BrandD
3217,Argue Door,Electronics,204.3,262,BrandA
3218,Lot Relationship,Beauty,205.57,399,BrandB
3219,Really Camera,Home,361.05,364,BrandB
3220,Federal Future,Beauty,73.26,465,BrandA
3221,Red Nation,Toys,138.7,793,BrandC
3222,Forget Pattern,Toys,430.13,577,BrandC
3223,Word Wrong,Beauty,402.31,917,BrandA
3224,Benefit White,Clothing,492.42,190,BrandB
3225,Month Operation,Electronics,148.8,66,BrandC
3226,Word Soldier,Clothing,40.99,958,BrandB
3227,Medical May,Beauty,149.1,526,BrandA
3228,Go Various,Home,73.23,346,BrandB
3229,Set Him,Clothing,27.45,473,BrandC
3230,Music Others,Home,269.31,915,BrandD
3231,Wear Laugh,Beauty,145.57,234,BrandB
3232,Blue Letter,Clothing,219.91,527,BrandC
3233,Become Health,Books,71.45,715,BrandA
3234,Course Along,Clothing,179.11,271,BrandB
3235,Western Partner,Home,298.67,113,BrandB
3236,Various Break,Electronics,467.29,347,BrandB
3237,Little Popular,Home,128.02,217,BrandD
3238,Government Sister,Books,344.27,55,BrandB
3239,Arm Sort,Toys,35.24,758,BrandD
3240,Window Maybe,Home,499.57,842,BrandC
3241,Over Cover,Home,424.15,99,BrandB
3242,Professional Note,Electronics,259.42,455,BrandA
3243,Range Him,Home,8.71,830,BrandD
3244,Democratic Nothing,Toys,111.4,781,BrandC
3245,Care North,Toys,497.09,772,BrandA
3246,Game Boy,Toys,413.18,739,BrandB
3247,Community Vote,Beauty,434.56,58,BrandB
3248,Door Officer,Home,278.55,342,BrandA
3249,As Area,Beauty,163.17,982,BrandA
3250,Different Series,Toys,431.31,32,BrandD
3251,Career Be,Home,386.77,944,BrandB
3252,Development Young,Books,42.82,912,BrandC
3253,Discover Process,Electronics,256.78,602,BrandB
3254,Race Yet,Books,110.44,552,BrandB
3255,Law Officer,Home,474.47,51,BrandC
3256,Increase Develop,Clothing,64.49,649,BrandB
3257,Social Before,Books,29.4,225,BrandB
